Overriding: dataset = zulu
Overriding: compile = False
Overriding: always_save_checkpoint = False
Overriding: max_iters = 45000
tokens per iteration will be: 491,520
found vocab_size = 10000 (inside data/zulu/meta.pkl)
Initializing a new model from scratch
number of parameters: 92.63M
/home/anxtem001/LanguageModel/nanoGPT/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
num decayed parameter tensors: 50, with 93,401,088 parameters
num non-decayed parameter tensors: 25, with 19,200 parameters
using fused AdamW: True
step 0: train loss 9.3243, val loss 9.3273
iter 204: loss 6.4896, time 3091.83ms, mfu 34.10%
iter 205: loss 6.3626, time 3090.76ms, mfu 34.10%
iter 206: loss 6.4547, time 3092.55ms, mfu 34.10%
iter 207: loss 6.4555, time 3090.21ms, mfu 34.10%
iter 208: loss 6.5210, time 3090.57ms, mfu 34.10%
iter 209: loss 6.2730, time 3092.68ms, mfu 34.10%
iter 210: loss 6.4788, time 3090.61ms, mfu 34.10%
iter 211: loss 6.5333, time 3092.86ms, mfu 34.10%
iter 212: loss 6.3276, time 3093.56ms, mfu 34.10%
iter 213: loss 6.4962, time 3090.29ms, mfu 34.10%
iter 214: loss 6.4250, time 3090.70ms, mfu 34.10%
iter 215: loss 6.3922, time 3091.45ms, mfu 34.10%
iter 216: loss 6.4806, time 3092.32ms, mfu 34.10%
iter 217: loss 6.2458, time 3091.88ms, mfu 34.10%
iter 218: loss 6.4955, time 3089.35ms, mfu 34.10%
iter 219: loss 6.4486, time 3092.48ms, mfu 34.10%
iter 220: loss 6.4596, time 3090.28ms, mfu 34.10%
iter 221: loss 6.4721, time 3089.91ms, mfu 34.10%
iter 222: loss 6.4064, time 3089.92ms, mfu 34.10%
iter 223: loss 6.3770, time 3089.58ms, mfu 34.10%
iter 224: loss 6.3289, time 3091.67ms, mfu 34.10%
iter 225: loss 6.4161, time 3089.68ms, mfu 34.10%
iter 226: loss 6.3814, time 3090.90ms, mfu 34.10%
iter 227: loss 6.3536, time 3090.13ms, mfu 34.10%
iter 228: loss 6.4034, time 3090.46ms, mfu 34.10%
